id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,sum
4035,1,0,8,5,0,14.0,9,0,4072
4036,0,0,9,4,0,12.0,9,0,4070
4037,2,0,10,4,0,10.0,9,0,4072
4038,2,0,7,3,0,7.0,8,0,4065
4039,0,0,4,6,0,4.0,5,0,4058
4040,1,0,5,3,0,15.0,3,0,4067
4041,3,0,8,3,0,9.0,8,0,4072
4042,2,0,10,6,0,11.0,5,0,4076
4043,3,0,9,4,0,11.0,7,0,4077
4044,0,0,5,5,0,15.0,4,0,4073
4045,4,0,5,6,0,10.0,8,0,4078
4046,0,0,6,4,0,13.0,6,0,4075
4047,1,0,10,4,0,9.0,5,0,4076
4048,2,0,4,3,0,12.0,7,0,4076
4049,0,0,5,7,0,6.0,4,0,4071
4050,0,0,9,6,0,11.0,4,0,4080
4051,3,0,6,5,0,12.0,9,0,4086
4052,9,0,0,1,0,1.0,1,1,4065
4053,2,0,5,5,0,5.0,6,0,4076
4054,3,0,4,7,0,13.0,10,0,4091
4055,0,0,9,6,0,12.0,0,0,4082
4056,1,0,5,4,0,13.0,3,0,4082
4057,7,0,3,2,0,1.0,0,1,4072
4058,3,0,6,7,0,9.0,8,0,4091
4059,1,0,4,5,0,9.0,9,0,4087
4060,1,0,5,5,0,10.0,9,0,4090
4061,10,0,1,2,0,2.0,0,1,4077
4062,2,0,7,7,0,14.0,4,0,4096
4063,10,0,1,2,0,4.0,0,1,4082
4064,2,0,4,3,0,5.0,6,0,4084
4065,6,0,0,0,0,4.0,1,1,4078
4066,1,0,6,5,0,6.0,8,0,4092
4067,10,0,2,2,0,3.0,2,1,4078
4068,4,0,2,2,0,3.0,0,1,4080
4069,1,0,8,3,0,8.0,5,0,4094
4070,11,0,2,2,0,3.0,0,1,4089
4071,2,0,6,0,0,8.0,3,0,4090
4072,0,0,4,3,0,13.0,9,0,4101
4073,2,0,4,5,0,6.0,7,0,4097
4074,2,0,9,7,0,9.0,5,0,4106
4075,3,0,4,4,0,12.0,7,0,4105
4076,5,0,0,1,0,3.0,1,1,4087
4077,1,0,3,5,0,13.0,4,0,4103
4078,4,0,7,7,0,10.0,7,0,4113
4079,11,0,0,1,0,3.0,0,1,4095
4080,0,0,8,6,0,14.0,4,0,4112
4081,6,0,0,0,0,4.0,1,1,4093
4082,1,0,9,7,0,12.0,4,1,4115
4083,5,0,1,1,0,4.0,2,1,4098
4084,7,0,0,1,0,7.996737263880939,0,1,4093
4085,0,0,9,6,0,15.0,3,0,4118
4086,1,0,4,6,0,7.996737263880939,0,0,4097
4087,1,0,5,3,0,5.0,9,0,4110
4088,3,0,4,5,0,6.0,5,0,4111
4089,2,0,5,7,0,14.0,9,0,4126
4090,4,0,9,7,0,11.0,8,0,4129
4091,1,0,6,7,0,10.0,8,0,4123
4092,8,0,2,0,0,2.0,0,1,4105
4093,2,0,7,5,0,12.0,7,0,4126
4094,1,0,9,4,0,8.0,9,0,4125
4095,2,0,6,7,0,5.0,3,0,4118
4096,4,0,9,5,0,14.0,10,0,4138
4097,2,0,8,5,0,6.0,6,0,4124
4098,8,0,2,0,0,4.0,0,1,4114
4099,10,0,7,4,0,13.0,3,0,4126
4100,0,0,9,6,0,7.0,9,0,4131
4101,0,0,9,5,0,10.0,10,0,4135
4102,1,0,8,4,0,15.0,5,0,4135
4103,3,0,6,6,0,7.0,10,0,4135
4104,2,0,9,5,0,5.0,8,0,4133
4105,0,0,6,6,0,6.0,0,0,4123
4106,8,0,1,2,0,3.0,2,1,4124
4107,11,0,2,0,0,3.0,1,1,4126
4108,2,0,8,4,0,5.0,8,0,4135
4109,3,0,6,4,0,6.0,6,0,4134
4110,2,0,5,6,0,7.0,7,0,4137
4111,10,0,1,2,0,1.0,2,1,4118
4112,1,0,5,4,0,14.0,6,0,4142
4113,11,0,2,0,0,2.0,3,1,4133
4114,8,0,0,2,0,3.0,1,1,4129
4115,6,0,1,1,0,5.0,0,1,4129
4116,3,0,0,3,0,9.0,5,0,4136
4117,8,0,1,1,0,0.0,2,0,4131
4118,4,0,6,7,0,7.0,8,0,4150
4119,0,0,8,4,0,15.0,8,0,4154
4120,2,0,5,5,0,7.0,7,0,4146
4121,0,0,9,5,0,9.0,7,0,4151
4122,0,0,6,6,0,9.0,9,0,4152
4123,0,0,7,3,0,9.0,3,0,4145
4124,10,0,9,7,0,12.0,7,0,4159
4125,2,0,9,5,0,13.0,7,0,4161
4126,0,0,5,6,0,7.0,4,0,4148
4127,6,0,4,6,0,7.0,9,0,4159
4128,7,0,2,0,0,1.0,0,1,4140
4129,1,0,8,3,0,6.0,9,0,4156
4130,1,0,4,7,0,11.0,5,0,4158
4131,1,0,8,7,0,5.0,3,0,4155
4132,10,0,0,1,0,3.0,0,1,4138
4133,1,0,4,5,0,15.0,3,0,4161
4134,7,0,0,0,0,5.0,1,1,4149
4135,1,0,8,3,0,15.0,4,0,4166
4136,2,0,8,3,0,15.0,9,0,4173
4137,1,0,7,4,0,14.0,8,0,4171
4138,2,0,9,6,0,5.0,7,0,4167
4139,10,0,3,2,0,4.0,2,1,4161
4140,0,0,7,0,0,7.0,7,0,4161
4141,3,0,4,7,0,11.0,4,0,4170
4142,3,0,8,7,0,15.0,9,0,4184
4143,10,0,0,0,0,5.0,0,1,4160
4144,0,0,4,4,0,11.0,7,0,4170
4145,0,0,7,4,0,7.0,0,0,4163
4146,5,0,9,4,0,8.0,8,0,4180
4147,3,0,0,0,0,5.0,1,1,4158
4148,1,0,7,3,0,6.0,5,0,4170
4149,5,0,3,1,0,2.0,3,1,4165
4150,0,0,4,4,0,11.0,4,0,4173
4151,2,0,8,4,0,7.0,4,0,4176
4152,10,0,1,1,0,3.0,0,1,4159
4153,2,0,5,3,0,6.0,6,0,4175
4154,2,0,9,0,0,5.0,4,0,4174
4155,0,0,3,7,0,2.0,7,0,4174
4156,10,0,6,3,0,7.0,5,0,4177
4157,1,0,9,6,0,11.0,10,0,4194
4158,1,0,4,0,0,8.0,4,0,4175
4159,4,0,9,6,0,12.0,7,0,4197
4160,0,0,5,4,0,8.0,3,0,4180
4161,2,0,4,4,0,13.0,4,0,4188
4162,3,0,4,5,0,13.0,10,0,4197
4163,2,0,9,5,0,7.996737263880939,8,0,4187
4164,0,0,6,0,0,7.996737263880939,9,0,4179
4165,2,0,5,5,0,10.0,4,0,4191
4166,1,0,7,4,0,15.0,5,0,4198
4167,3,0,5,3,0,14.0,9,0,4201
4168,3,0,5,5,0,11.0,8,0,4200
4169,5,0,2,0,0,1.0,0,1,4178
4170,1,0,8,4,0,9.0,9,0,4201
4171,5,0,2,0,0,1.0,0,1,4181
4172,2,0,6,6,0,11.0,7,0,4204
4173,0,0,4,3,0,6.0,3,0,4189
4174,8,0,0,2,0,1.0,2,1,4189
4175,4,0,9,6,0,10.0,6,0,4210
4176,1,0,3,6,0,5.0,3,0,4194
4177,7,0,1,1,0,7.996737263880939,0,1,4188
4178,1,0,10,7,0,12.0,0,0,4208
4179,3,0,0,5,0,10.0,6,0,4203
4180,1,0,6,5,0,7.0,8,0,4207
4181,2,0,6,6,0,7.0,7,0,4209
4182,0,0,4,5,0,14.0,4,0,4209
4183,2,0,6,3,0,6.0,7,0,4207
4184,0,0,5,3,0,13.0,5,0,4210
4185,1,0,4,7,0,14.0,6,0,4217
4186,0,0,8,0,0,12.0,9,0,4215
4187,6,0,0,1,0,4.0,2,1,4202
4188,2,0,9,7,0,11.0,3,0,4220
4189,1,0,3,5,0,7.0,3,0,4208
4190,10,0,3,1,0,5.0,1,1,4211
4191,10,0,6,6,0,6.0,7,0,4216
4192,4,0,6,6,0,10.0,6,0,4224
4193,0,0,5,7,0,10.0,4,0,4219
4194,3,0,6,5,0,15.0,8,0,4231
4195,2,0,8,3,0,7.996737263880939,4,0,4212
4196,1,0,9,0,0,12.0,9,0,4227
4197,2,0,5,5,0,14.0,5,0,4228
4198,0,0,0,5,0,6.0,9,0,4218
4199,4,0,7,5,0,15.0,9,0,4239
4200,10,0,9,5,0,12.0,3,0,4229
4201,4,0,5,6,0,12.0,7,0,4235
4202,2,0,4,4,0,11.0,8,0,4231
4203,10,0,8,3,0,11.0,8,0,4233
4204,1,0,6,6,0,8.0,9,0,4234
4205,3,0,8,0,0,11.0,3,0,4230
4206,2,0,5,7,0,11.0,5,0,4236
4207,0,0,8,4,0,7.0,5,0,4231
4208,2,0,8,4,0,12.0,10,0,4244
4209,3,0,7,5,0,9.0,4,0,4237
4210,0,0,5,3,0,11.0,0,0,4229
4211,3,0,9,4,0,4.0,7,0,4238
4212,0,0,4,4,0,10.0,3,0,4233
4213,1,0,7,3,0,11.0,9,0,4244
4214,6,0,1,2,0,4.0,0,1,4228
4215,2,0,9,3,0,13.0,8,0,4250
4216,1,0,4,3,0,9.0,7,0,4240
4217,1,0,4,0,0,11.0,6,0,4239
4218,3,0,8,5,0,11.0,0,0,4245
4219,6,0,1,2,0,4.0,1,1,4235
4220,2,0,4,0,0,11.0,9,0,4246
4221,11,0,0,2,0,7.996737263880939,1,1,4237
4222,0,0,8,5,0,12.0,9,0,4256
4223,2,0,4,6,0,8.0,5,1,4248
4224,1,0,3,3,0,13.0,9,0,4253
4225,10,0,0,0,0,5.0,1,1,4242
4226,10,0,7,6,0,9.0,5,1,4253
4227,10,0,2,2,0,5.0,0,1,4247
4228,0,0,5,6,0,10.0,7,0,4256
4229,10,0,4,0,0,10.0,3,0,4246
4230,2,0,9,5,0,12.0,4,0,4262
4231,3,0,6,0,0,8.0,6,0,4254
4232,1,0,5,3,0,6.0,4,0,4251
4233,2,0,6,5,0,11.0,4,0,4261
4234,2,0,9,4,0,14.0,9,0,4272
4235,0,0,4,0,0,11.0,6,0,4256
4236,1,0,7,7,0,14.0,6,0,4271
4237,3,0,9,5,0,12.0,3,0,4269
4238,3,0,7,4,0,5.0,9,0,4266
4239,10,0,3,2,0,3.0,2,1,4260
4240,3,0,7,4,0,7.0,0,0,4261
4241,11,0,1,2,0,1.0,0,1,4256
4242,3,0,3,6,0,4.0,6,0,4264
4243,3,0,4,6,0,6.0,0,0,4262
4244,2,0,7,6,0,11.0,7,0,4277
4245,8,0,0,1,0,0.0,0,1,4256
4246,8,0,2,3,0,1.0,0,1,4262
4247,0,0,6,5,0,5.0,4,0,4267
4248,2,0,4,7,0,4.0,7,0,4272
4249,1,0,5,7,0,9.0,3,0,4274
4250,3,0,9,0,0,12.0,8,0,4282
4251,2,0,9,0,0,15.0,6,0,4283
4252,9,0,2,0,0,3.0,1,0,4269
4253,3,0,7,0,0,10.0,4,0,4277
4254,5,0,2,2,0,3.0,2,1,4269
4255,0,0,9,7,0,5.0,7,0,4283
4256,10,0,9,6,0,13.0,9,0,4293
4257,2,0,6,0,0,14.0,3,0,4282
4258,10,0,6,5,0,13.0,8,1,4290
4259,7,0,2,0,0,5.0,0,1,4275
4260,6,0,3,2,0,1.0,0,1,4273
4261,8,0,0,1,0,0.0,1,1,4272
4262,10,0,0,1,0,2.0,0,1,4267
4263,0,0,3,3,0,10.0,8,0,4287
4264,7,0,2,2,0,3.0,3,1,4283
4265,1,0,4,7,0,12.0,8,0,4297
4266,3,0,9,4,0,6.0,4,0,4292
4267,2,0,0,7,0,6.0,7,0,4289
4268,11,0,3,2,0,1.0,2,1,4289
4269,1,0,8,7,0,12.0,8,0,4305
4270,2,0,4,3,0,13.0,4,0,4296
4271,2,0,4,6,0,6.0,6,0,4295
4272,1,0,9,5,0,7.996737263880939,10,0,4297
4273,3,0,9,4,0,7.996737263880939,7,0,4296
4274,4,0,1,2,0,0.0,0,1,4283
4275,3,0,5,4,0,12.0,3,0,4302
4276,11,0,0,1,0,2.0,2,1,4294
4277,9,0,0,0,0,1.0,0,1,4288
4278,4,0,3,0,0,5.0,2,1,4294
4279,6,0,0,0,0,0.0,2,1,4289
4280,2,0,4,4,0,9.0,7,0,4306
4281,0,0,0,3,0,5.0,6,0,4295
4282,10,0,3,2,0,4.0,3,1,4306
4283,1,0,5,7,0,12.0,7,0,4315
4284,2,0,5,7,0,7.0,3,0,4308
4285,10,0,7,5,0,12.0,8,0,4317
4286,11,0,1,0,0,1.0,1,1,4301
4287,5,0,3,0,0,5.0,2,1,4303
4288,11,0,0,0,0,5.0,0,1,4306
4289,1,0,4,5,0,7.0,9,0,4315
4290,4,0,9,5,0,7.0,5,0,4320
4291,10,0,9,4,0,8.0,4,0,4316
4292,8,0,2,0,0,1.0,0,1,4305
4293,0,0,3,3,0,6.0,8,0,4313
4294,3,0,5,7,0,7.0,8,0,4324
4295,1,0,8,4,0,12.0,3,0,4323
4296,1,0,6,5,0,4.0,3,0,4315
4297,0,0,0,4,0,5.0,3,0,4309
4298,11,0,2,3,0,3.0,1,1,4320
4299,1,0,8,6,0,7.0,7,0,4328
4300,8,0,3,0,0,4.0,2,1,4318
4301,10,0,3,0,0,2.0,2,1,4320
4302,8,0,3,0,0,6.0,2,1,4322
4303,2,0,7,5,0,12.0,3,0,4332
4304,4,0,9,3,0,7.0,5,0,4332
4305,1,0,7,0,0,8.0,9,0,4330
4306,10,0,5,6,0,8.0,4,0,4329
4307,0,0,5,6,0,6.0,5,0,4329
4308,0,0,4,4,0,7.996737263880939,6,0,4322
4309,0,0,6,3,0,6.0,0,0,4324
4310,9,0,0,2,0,5.0,0,1,4327
4311,8,0,3,3,0,2.0,3,1,4332
4312,2,0,9,6,0,8.0,6,0,4343
4313,1,0,4,4,0,6.0,9,0,4337
4314,1,0,7,3,0,14.0,3,0,4342
4315,5,0,3,0,0,3.0,0,1,4328
4316,8,0,0,1,0,5.0,0,1,4332
4317,0,0,7,3,0,4.0,4,0,4335
4318,4,0,4,5,0,10.0,10,0,4351
4319,3,0,6,0,0,12.0,9,0,4349
4320,8,0,1,0,0,4.0,2,1,4337
4321,0,0,4,3,0,9.0,9,0,4346
4322,1,0,8,6,0,11.0,5,0,4353
4323,1,0,4,0,0,13.0,3,0,4344
4324,1,0,7,4,0,7.996737263880939,5,0,4341
4325,0,0,9,6,0,15.0,3,0,4358
4326,3,0,5,6,0,13.0,8,0,4361
4327,3,0,6,3,0,12.0,0,0,4351
4328,7,0,1,0,0,7.996737263880939,2,1,4340
4329,2,0,8,7,0,6.0,3,0,4355
4330,2,0,8,0,0,4.0,3,0,4347
4331,0,0,6,3,0,13.0,7,0,4360
4332,2,0,7,3,0,13.0,10,0,4367
4333,0,0,0,5,0,14.0,6,0,4358
4334,2,0,6,5,0,14.0,6,0,4367
4335,9,0,1,3,0,3.0,0,1,4353
4336,0,0,0,6,0,5.0,6,0,4353
4337,3,0,7,6,0,6.0,9,0,4368
4338,10,0,1,0,0,3.0,2,1,4356
4339,0,0,7,0,0,5.0,6,0,4357
4340,2,0,6,3,0,15.0,5,1,4371
4341,1,0,4,6,0,12.0,3,0,4367
4342,4,0,0,3,0,2.0,1,1,4353
4343,1,0,4,0,0,6.0,9,0,4363
4344,0,0,3,5,0,10.0,7,0,4369
4345,4,0,0,2,0,4.0,2,1,4359
4346,11,0,3,0,0,0.0,0,1,4362
4347,3,0,10,7,0,15.0,3,0,4385
4348,2,0,3,5,0,5.0,3,0,4366
4349,0,0,6,5,0,6.0,9,0,4375
4350,10,0,2,2,0,4.0,2,1,4371
4351,0,0,5,4,0,13.0,3,0,4376
4352,10,0,4,5,0,12.0,3,0,4376
4353,2,0,5,7,0,7.0,4,0,4378
4354,0,0,7,5,0,14.0,8,0,4388
4355,4,0,4,6,0,14.0,6,0,4389
4356,2,0,7,5,0,15.0,3,0,4388
4357,10,0,7,4,0,13.0,6,0,4387
4358,4,0,1,0,0,4.0,1,1,4369
4359,1,0,6,0,0,8.0,4,0,4378
4360,11,0,0,0,0,0.0,1,1,4373
4361,2,0,8,5,0,9.0,10,0,4395
4362,10,0,4,0,0,8.0,5,0,4379
4363,3,0,10,4,0,9.0,0,0,4389
4364,8,0,3,3,0,0.0,0,1,4380
4365,3,0,6,5,0,7.996737263880939,6,0,4385
4366,3,0,0,4,0,7.0,9,0,4389
4367,7,0,1,0,0,1.0,1,1,4379
4368,4,0,0,1,0,1.0,2,1,4377
4369,1,0,10,6,0,14.0,3,0,4403
4370,1,0,9,6,0,13.0,4,0,4403
4371,7,0,3,0,0,1.0,1,1,4384
4372,3,0,8,0,0,10.0,5,0,4398
4373,3,0,6,5,0,8.0,8,0,4403
4374,0,0,5,7,0,15.0,7,0,4408
4375,0,0,8,7,0,10.0,10,0,4410
4376,1,0,4,0,0,10.0,7,0,4398
4377,10,0,6,5,0,7.0,7,0,4402
4378,2,0,7,7,0,6.0,7,0,4407
4379,3,0,5,7,0,5.0,5,0,4404
4380,6,0,1,1,0,5.0,1,1,4396
4381,3,0,7,7,0,9.0,10,0,4417
4382,0,0,0,5,0,8.0,6,0,4401
4383,0,0,6,7,0,7.0,3,0,4406
4384,8,0,1,1,0,4.0,0,1,4400
4385,10,0,0,0,0,3.0,2,1,4402
4386,10,0,6,3,0,5.0,3,0,4403
4387,1,0,4,3,0,8.0,0,0,4403
4388,10,0,7,3,0,11.0,7,0,4416
4389,7,0,1,2,0,3.0,2,1,4405
4390,2,0,8,5,0,11.0,10,0,4426
4391,2,0,9,7,0,7.996737263880939,6,0,4415
4392,10,0,2,0,0,2.0,1,1,4399
4393,0,0,4,5,0,4.0,5,0,4411
4394,10,0,1,0,0,2.0,0,1,4399
4395,10,0,9,4,0,12.0,4,0,4424
4396,1,0,6,4,0,12.0,6,0,4425
4397,5,0,0,2,0,5.0,0,1,4411
4398,10,0,0,0,0,2.0,0,1,4412
4399,1,0,0,4,0,7.0,9,0,4420
4400,10,0,3,1,0,4.0,3,1,4423
4401,0,0,9,6,0,13.0,0,0,4429
4402,3,0,7,3,0,14.0,3,0,4432
4403,0,0,9,7,0,4.0,3,0,4426
4404,2,0,7,5,0,6.0,7,0,4431
4405,3,0,5,0,0,15.0,9,0,4437
4406,10,0,8,6,0,10.0,6,0,4436
4407,1,0,9,5,0,9.0,9,0,4440
4408,6,0,0,0,0,3.0,3,1,4422
4409,4,0,5,7,0,10.0,8,0,4443
4410,8,0,0,2,0,1.0,0,1,4423
4411,2,0,0,6,0,11.0,5,1,4435
4412,5,0,8,5,0,11.0,10,0,4451
4413,3,0,9,7,0,9.0,9,0,4450
4414,3,0,4,0,0,14.0,3,0,4438
4415,1,0,8,6,0,14.0,0,0,4444
4416,3,0,7,0,0,8.0,5,0,4439
4417,0,0,0,5,0,9.0,7,0,4438
4418,3,0,6,4,0,6.0,7,0,4444
4419,4,0,7,7,0,13.0,4,0,4454
4420,0,0,4,3,0,14.0,10,0,4451
4421,2,0,8,6,0,12.0,0,0,4449
4422,7,0,3,0,0,3.0,2,1,4438
4423,4,0,0,3,0,4.0,0,1,4436
4424,1,0,9,4,0,11.0,7,0,4456
4425,3,0,4,4,0,8.0,5,0,4449
4426,7,0,2,2,0,7.996737263880939,2,1,4441
4427,11,0,2,0,0,4.0,0,0,4446
4428,1,0,7,5,0,11.0,10,0,4462
4429,2,0,6,0,0,8.0,5,0,4450
4430,0,0,6,3,0,4.0,9,0,4452
4431,1,0,6,4,0,5.0,8,0,4455
4432,1,0,7,7,0,8.0,8,0,4463
4433,1,0,7,5,0,7.996737263880939,7,0,4453
4434,2,0,9,7,0,10.0,9,0,4471
4435,3,0,8,3,0,6.0,0,0,4455
4436,0,0,4,6,0,7.996737263880939,6,0,4452
4437,0,0,7,4,0,13.0,5,0,4466
4438,3,0,6,5,0,11.0,7,0,4470
4439,1,0,8,5,0,7.996737263880939,5,0,4458
4440,1,0,9,4,0,6.0,10,0,4470
4441,4,0,9,4,0,10.0,10,0,4478
4442,2,0,5,6,0,15.0,3,0,4473
4443,6,0,3,2,0,5.0,1,1,4461
4444,2,0,8,3,0,11.0,7,0,4475
4445,1,0,4,3,0,7.996737263880939,5,0,4458
4446,2,0,7,5,0,14.0,0,0,4474
4447,1,0,5,7,0,4.0,3,0,4467
4448,0,0,3,4,0,11.0,4,0,4470
4449,3,0,0,4,0,8.0,10,0,4474
4450,2,0,8,0,0,14.0,7,0,4481
4451,2,0,9,7,0,6.0,3,0,4478
4452,3,0,8,7,0,5.0,6,1,4481
4453,0,0,6,4,0,9.0,4,0,4476
4454,10,0,6,3,0,6.0,5,0,4474
4455,0,0,6,6,0,5.0,3,0,4475
4456,11,0,3,1,0,4.0,0,1,4476
4457,10,0,5,4,0,6.0,8,0,4480
4458,1,0,10,3,0,9.0,8,0,4489
4459,8,0,1,0,0,1.0,0,1,4471
4460,0,0,0,7,0,14.0,5,1,4486
4461,1,0,6,3,0,12.0,9,0,4492
4462,0,0,7,4,0,9.0,9,0,4491
4463,1,0,8,5,0,7.0,7,1,4491
4464,10,0,0,1,0,3.0,3,1,4483
4465,2,0,9,4,0,10.0,4,0,4494
4466,4,0,3,0,0,5.0,3,1,4483
4467,5,0,1,4,0,7.996737263880939,8,1,4487
4468,0,0,8,0,0,10.0,5,0,4491
4469,0,0,5,5,0,8.0,3,0,4490
4470,0,0,6,3,0,7.0,8,0,4494
4471,1,0,6,4,0,14.0,0,0,4496
4472,2,0,7,4,0,11.0,3,0,4499
4473,9,0,3,2,0,2.0,2,1,4493
4474,3,0,5,6,0,12.0,9,0,4509
4475,2,0,8,4,0,11.0,0,0,4500
4476,0,0,8,4,0,7.996737263880939,10,0,4498
4477,1,0,9,6,0,11.0,4,0,4508
4478,3,0,9,7,0,8.0,9,0,4514
4479,11,0,1,1,0,2.0,1,1,4497
4480,0,0,4,0,0,11.0,9,0,4504
4481,3,0,7,0,0,14.0,3,0,4508
4482,2,0,3,3,0,9.0,4,0,4503
4483,11,0,0,1,0,1.0,2,1,4500
4484,0,0,9,7,0,6.0,3,0,4509
4485,1,0,9,6,0,8.0,0,0,4509
4486,0,0,8,7,0,10.0,8,0,4519
4487,10,0,3,6,0,4.0,5,0,4505
4488,1,0,9,4,0,7.0,0,0,4509
4489,3,0,7,6,0,10.0,3,0,4518
4490,2,0,6,5,0,7.996737263880939,4,1,4507
4491,2,0,9,5,0,9.0,0,0,4516
4492,0,0,3,6,0,9.0,3,0,4513
4493,10,0,0,2,0,3.0,1,1,4511
4494,3,0,5,7,0,13.0,5,0,4527
4495,2,0,4,5,0,9.0,6,0,4521
4496,0,0,7,3,0,8.0,3,0,4517
4497,0,0,7,4,0,15.0,6,0,4529
4498,10,0,1,0,0,3.0,2,1,4516
4499,2,0,6,4,0,10.0,8,0,4529
4500,3,0,4,4,0,15.0,3,0,4529
4501,1,0,7,6,0,4.0,0,0,4519
4502,2,0,9,4,0,4.0,4,0,4525
4503,0,0,8,3,0,6.0,6,0,4526
4504,9,0,3,1,0,1.0,3,1,4523
4505,3,0,4,7,0,6.0,4,0,4529
4506,2,0,8,3,0,8.0,9,0,4536
4507,0,0,9,4,0,5.0,9,0,4534
4508,3,0,7,6,0,7.0,3,0,4534
4509,1,0,6,7,0,5.0,7,0,4535
4510,0,0,7,6,0,11.0,5,0,4539
4511,2,0,7,5,0,15.0,5,0,4545
4512,2,0,4,5,0,10.0,6,0,4539
4513,1,0,8,3,0,11.0,9,0,4545
4514,2,0,8,5,0,10.0,6,0,4545
4515,2,0,9,3,0,5.0,6,0,4540
4516,8,0,1,3,0,4.0,0,0,4534
4517,6,0,0,1,0,7.996737263880939,0,1,4526
4518,2,0,6,3,0,12.0,6,0,4547
4519,3,0,9,3,0,9.0,3,1,4546
4520,1,0,8,3,0,14.0,7,0,4553
4521,0,0,0,3,0,14.0,6,0,4544
4522,5,0,3,0,0,1.0,2,1,4535
4523,11,0,1,5,0,3.0,5,1,4550
4524,10,0,0,0,0,0.0,0,1,4536
4525,9,0,0,2,0,5.0,2,1,4545
4526,0,0,8,7,0,14.0,7,0,4562
4527,1,0,5,4,0,10.0,8,0,4555
4528,6,0,3,1,0,2.0,0,1,4541
4529,0,0,6,5,0,8.0,0,0,4548
4530,10,0,0,2,0,4.0,1,1,4548
4531,10,0,8,6,0,15.0,4,0,4564
4532,3,0,4,3,0,10.0,6,0,4558
4533,1,0,10,6,0,9.0,8,0,4567
4534,4,0,9,7,0,12.0,4,0,4570
4535,1,0,0,7,0,13.0,9,0,4565
4536,0,0,7,7,0,7.0,9,0,4566
4537,4,0,1,1,0,5.0,2,1,4551
4538,11,0,1,2,0,1.0,2,1,4557
4539,1,0,6,3,0,7.0,3,0,4559
4540,2,0,5,4,0,7.0,0,0,4558
4541,0,0,10,7,0,12.0,5,0,4575
4542,6,0,0,1,0,5.0,1,1,4557
4543,1,0,9,5,0,7.996737263880939,9,0,4567
4544,0,0,9,5,0,11.0,7,0,4576
4545,9,0,3,2,0,4.0,1,1,4566
4546,10,0,9,4,0,12.0,9,0,4580
4547,3,0,9,6,0,8.0,9,0,4582
4548,0,0,7,3,0,10.0,9,1,4577
4549,3,0,7,3,0,11.0,3,0,4576
4550,1,0,4,6,0,6.0,3,0,4570
4551,0,0,4,5,0,10.0,4,0,4574
4552,2,0,4,5,0,7.0,10,0,4580
4553,7,0,3,0,0,2.0,1,1,4568
4554,3,0,5,0,0,8.0,4,0,4574
4555,3,0,5,5,0,6.0,5,0,4579
4556,4,0,0,0,0,2.0,2,1,4566
4557,10,0,3,0,0,2.0,0,1,4563
4558,0,0,9,5,0,12.0,9,0,4593
4559,0,0,4,4,0,14.0,10,0,4591
4560,2,0,3,6,0,11.0,7,0,4589
4561,2,0,8,3,0,5.0,7,0,4586
4562,11,0,0,0,0,1.0,2,1,4578
4563,3,0,5,5,0,9.0,4,0,4589
4564,2,0,9,4,0,5.0,10,0,4594
4565,6,0,2,2,0,4.0,3,0,4584
4566,2,0,8,4,0,6.0,6,0,4592
4567,10,0,5,5,0,9.0,6,0,4592
4568,3,0,0,5,0,13.0,3,0,4592
4569,2,0,9,6,0,10.0,3,0,4599
4570,2,0,8,0,0,12.0,8,0,4600
4571,2,0,3,6,0,6.0,8,0,4596
4572,11,0,0,0,0,3.0,1,1,4588
4573,8,0,2,0,0,7.996737263880939,1,1,4586
4574,2,0,5,3,0,11.0,8,0,4603
4575,0,0,4,3,0,15.0,7,0,4604
4576,3,0,9,4,0,4.0,6,0,4602
4577,3,0,4,6,0,12.0,10,0,4612
4578,3,0,8,6,0,4.0,3,0,4602
4579,1,0,7,5,0,13.0,9,0,4614
4580,0,0,9,3,0,8.0,7,0,4607
4581,0,0,8,7,0,12.0,10,0,4618
4582,1,0,6,4,0,11.0,5,0,4609
4583,1,0,5,4,0,10.0,0,0,4603
4584,0,0,0,5,0,4.0,8,0,4601
4585,7,0,1,3,0,2.0,3,1,4603
4586,2,0,4,0,0,12.0,7,0,4611
4587,10,0,7,0,0,9.0,3,0,4606
4588,3,0,6,7,0,11.0,8,0,4623
4589,2,0,9,5,0,8.0,5,0,4618
4590,0,0,5,5,0,15.0,8,0,4623
4591,4,0,3,1,0,5.0,0,1,4606
4592,3,0,5,0,0,8.0,7,0,4615
4593,3,0,4,4,0,11.0,5,0,4620
4594,3,0,9,3,0,5.0,3,0,4617
4595,0,0,5,7,0,6.0,3,0,4616
4596,0,0,6,5,0,7.996737263880939,5,0,4612
4597,9,0,1,2,0,1.0,2,1,4613
4598,0,0,10,6,0,13.0,4,1,4631
4599,11,0,0,0,0,5.0,3,1,4620
4600,5,0,0,1,0,0.0,1,1,4609
4601,3,0,7,4,0,6.0,5,0,4626
4602,4,0,0,0,0,2.0,2,1,4612
4603,9,0,0,1,0,4.0,0,1,4619
4604,2,0,10,3,0,8.0,7,0,4634
4605,3,0,9,7,0,4.0,7,0,4635
4606,3,0,9,5,0,7.0,3,0,4633
4607,0,0,6,3,0,5.0,4,0,4625
4608,2,0,7,6,0,7.0,4,1,4634
4609,1,0,7,4,0,12.0,9,0,4642
4610,1,0,4,4,0,14.0,4,0,4637
